1.031746834980573278e-21 1.336007690404157157e-28 5.087638859985850827e-19 2.014737959691077764e-19 5.917641036155962560e-21 4.163584784217997677e-19 5.925935714252401252e-27 5.183230680542953731e-10 8.685998813255952873e-20 2.608321129669508641e-19
1.823441825180809797e-28 3.676254201176338774e-35 4.227071874796649155e-20 1.837539450409136765e-25 8.159795450779509276e-36 2.131950258040310794e-31 5.598247058440173347e-24 1.739313883632789226e-39 9.119031236468324541e-28 1.314418665916457476e-51
2.284483936368010689e-24 4.343104711129200704e-07 1.410632988928619351e-13 1.079519555434565840e-15 2.367913685352278441e-15 1.858664354800769843e-16 3.739354081695650023e-17 6.361601138418433738e-16 2.784606292321120246e-16 3.387659289440852660e-20
1.183999827839028764e-12 2.605691062692055909e-47 1.030853422517360477e-26 4.338733551476472933e-27 1.806781182270800639e-27 5.143674640567073728e-25 2.516114985602929925e-24 1.111092477158807015e-26 8.551874074483695418e-26 3.563048996566124742e-33
5.604510434709686183e-26 4.781199427609854095e-32 5.196617805124092568e-26 3.567746091296089662e-25 2.874733857847586087e-15 2.134133485821382103e-25 1.227328482280170264e-27 3.419806644471404383e-20 7.914537659327142004e-24 6.272172297424084802e-23
3.202409652402185235e-23 1.778427268981388310e-05 8.908299992922865752e-16 3.726390785405719889e-15 1.276701038022823116e-15 5.071400643126892423e-18 5.423453880350468366e-21 1.587266151109035839e-15 2.846879650299348891e-13 1.431631928424928317e-20
4.339514595194550823e-28 8.005558524539230305e-28 5.668668853963336061e-26 3.786480457106208395e-23 4.694699197730902137e-13 2.812173111128532426e-26 2.821417507188492992e-29 4.805784106087324600e-21 8.399465620426634266e-19 2.632493251012233133e-24
3.303441845176492174e-27 3.535277925104092763e-34 1.403027677561532930e-20 4.339241932909937953e-24 3.949826010810893848e-16 3.230915249596835689e-22 1.275930075080860140e-24 6.060554285582605972e-23 1.465636478973823185e-26 6.190413125526567380e-21
1.154032871937781297e-25 7.625230509731753907e-38 3.323528021457985411e-29 9.743724804589623534e-31 4.438895553127452128e-22 1.793559375956481577e-22 6.138591021915154476e-23 6.543531313046821457e-30 1.297190623415998384e-25 4.853874862079830275e-30
2.215996549830982257e-23 1.395139708567349213e-32 1.026181216991337573e-21 3.488753414349865521e-23 4.147155577599918633e-16 6.057206054212607548e-23 5.412598858517353380e-27 3.059534619978540652e-13 1.006272582532638340e-15 1.961109300609946089e-17
1.452074855603374293e-13 3.337915248933116570e-49 1.147619727310521707e-27 3.478507238795678901e-27 3.393213708255194890e-30 2.404771107886704790e-24 9.119698838390898723e-27 2.753280033818650417e-29 5.421744245750045982e-26 6.635990424826963579e-43
5.706553030876516887e-23 2.135539580718315445e-43 6.135781434998611627e-29 1.310475251836336931e-28 2.254707941785700817e-29 7.849510975734098149e-27 6.224435779894707346e-20 9.310806683865192720e-35 1.031106563123698597e-29 6.105472842810851567e-39
3.448831104074117030e-24 9.528656076773366279e-26 3.174155223596765717e-20 4.479273094006636435e-18 4.966159398776266025e-13 3.100404511013911294e-18 1.023721715006304821e-26 5.983122418463005525e-13 4.404578055292256551e-17 1.798023289300579056e-12
5.716278247492128538e-14 6.551796962693709045e-48 1.418285319362271328e-29 7.721009595358610385e-27 4.450493414600718725e-27 1.618865157129427770e-22 1.331977917197147633e-28 1.392079505886932308e-27 4.780915758094767061e-23 2.098142597159334548e-33
1.551780787262230532e-20 2.156350616416506237e-05 2.667072829646643045e-13 7.806586913306466357e-13 6.788976042238351846e-15 1.854419910590977714e-14 4.009054083689292907e-20 1.611521189419171600e-17 2.623414215341859405e-12 3.757547421597427437e-18
1.397614209509273961e-24 9.935826062249213119e-37 1.329559013682956721e-25 1.822831919035574278e-22 4.706007044278013721e-32 1.616296653648124272e-19 1.709390224095287113e-28 1.083029085198396473e-32 3.276254829834130073e-26 3.932424268507350037e-40
1.128290414683185291e-21 4.549122582999489782e-35 5.943339978987692715e-24 4.522861594257701361e-22 2.751725104108484961e-15 2.327810367926644255e-24 4.188814360674855655e-25 2.176445110773049606e-16 6.670525949555582676e-21 1.287650116894116677e-17
1.941101731984447391e-22 2.889643357519633899e-38 9.871160434748458420e-18 2.225407898275638687e-17 3.194433214032126438e-23 1.696239595072924933e-24 1.953902162247334334e-29 4.736006024660254404e-12 4.120870072621938326e-24 4.761912386014334119e-22
1.243790573688609662e-31 2.882175772935537076e-56 3.678881624039500865e-28 8.127905080114470167e-26 1.067004967022064678e-32 1.017099714099150763e-25 5.400950845017676010e-29 3.174024083903827028e-38 1.770429425117467174e-29 6.231180453107877470e-49
5.369663624109637914e-24 7.012791994344560353e-24 9.932543042283955062e-23 1.538676137323442542e-19 1.109100035182432695e-09 3.843586795389968984e-20 8.923456674510256596e-26 6.067428115528194845e-15 5.569914503956357927e-19 8.662656280110613399e-15
4.327281762066672434e-25 5.359959983568869062e-23 1.809383594298207191e-19 6.233781574424742374e-17 4.692570188797148421e-13 4.871948148789079333e-16 7.381358556216094792e-25 2.036954671349494025e-12 7.757265355029834499e-16 3.373362445465336728e-16
