2.278064242821115901e-28 7.151908344795957698e-29 3.619660707777037029e-25 5.394167431560523868e-23 1.362101583025111390e-20 6.500601824245836543e-22 7.793411860781668365e-28 6.411748343842421147e-13 5.495101435313115748e-24 2.346343611206234139e-19
3.420912910914984213e-39 1.473870463292235480e-44 3.083923952770182339e-27 1.586792889371947487e-30 4.972371724586019581e-47 5.735345690197975724e-33 7.469292488403233419e-31 1.333569919453471305e-58 5.688790300021699366e-36 1.607970921925437116e-52
3.068004897564739154e-31 5.273851690054396041e-08 7.815112574402759018e-20 1.219064219691276999e-21 2.074015626064232656e-21 2.376114903115652252e-19 8.505062564804724409e-21 4.337883835066574477e-19 2.195770002889202068e-21 2.419271531694770372e-20
2.386851628645186720e-18 1.592772892808315355e-66 5.662866029653713146e-32 1.961901173177091643e-34 1.418157031700324363e-33 5.933176366095306685e-30 1.297308239901075427e-25 9.212770674091892949e-36 5.775207703630078190e-32 2.705511558302368039e-33
2.396257703354014302e-31 1.011894185318829110e-43 1.290423776896841081e-26 3.713852372433298159e-31 5.344937257664236531e-20 2.619271944134694189e-27 4.506457256018195033e-30 1.631744636687090264e-24 4.127719505326350418e-27 4.927560285827996746e-23
2.388860328060765385e-33 4.407310503636832313e-08 7.456395607790633941e-21 1.177178674897470673e-20 4.014788572005982177e-23 2.414607962887633497e-20 2.232887098757057356e-24 1.572245508389361559e-19 2.533756595132385239e-19 1.052503449706167027e-20
5.867265639310693210e-35 3.398961528974919340e-42 7.234932584027159249e-31 4.088767064432872660e-27 9.754795044365885879e-21 2.213432544082188302e-24 1.283690708884048789e-33 2.202103950118965750e-24 3.009698102856226919e-25 2.601520134254647345e-24
2.373324819375599606e-39 9.247803182309081996e-38 1.635757854542383173e-28 2.353074844221333093e-27 1.036920706505087712e-22 7.760588105197627005e-24 7.141691997746732560e-28 3.876413471790747255e-28 1.405348459501112820e-26 4.445101322292886568e-21
7.845306505206270380e-33 2.449497737095757741e-50 1.375990664652713479e-30 1.932945346969625563e-41 3.213117109242093808e-25 7.645145783903982513e-30 2.282129757919086933e-29 2.369488060400935202e-37 1.542370375820875486e-31 5.406831487373949725e-30
2.657920919761283778e-31 4.208837018383500532e-41 6.106162655756844719e-30 2.699317381310588045e-30 1.883593985026436630e-20 1.199395959107745289e-24 1.203853172418772570e-30 1.488885888097411377e-18 5.172889540969340546e-22 2.265481764315289417e-17
8.037119543473469574e-21 5.635774194328907132e-62 1.387623954590509550e-34 9.821083169601737859e-32 1.293926324560288386e-38 1.890941649272372338e-28 2.129894804134943645e-40 1.616916605204685392e-43 8.445491003949511403e-33 3.579532670789738853e-43
